epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,720.504,0.98372,0.71101,1.0865,0.74699,0.57917,0.66701,0.34042,1.6813,1.41097,1.63029,0.000602375,0.000602375,0.000602375
159,724.969,0.99328,0.72511,1.08351,0.74057,0.58851,0.66378,0.33686,1.65246,1.43335,1.60948,0.00059825,0.00059825,0.00059825
160,729.446,0.98929,0.6847,1.07859,0.77069,0.61846,0.69046,0.34569,1.6416,1.40538,1.58242,0.000594125,0.000594125,0.000594125
161,734.069,0.96093,0.69018,1.07811,0.7056,0.66145,0.69078,0.33103,1.66037,1.40995,1.61292,0.00059,0.00059,0.00059
162,738.578,1.00662,0.71108,1.09774,0.77074,0.61818,0.70085,0.34494,1.62933,1.37794,1.58155,0.000585875,0.000585875,0.000585875
163,743.015,0.95734,0.70893,1.08164,0.7674,0.65101,0.71841,0.35509,1.61924,1.33149,1.58581,0.00058175,0.00058175,0.00058175
164,747.568,0.96277,0.69302,1.07219,0.74217,0.6782,0.71078,0.36557,1.63577,1.28735,1.65344,0.000577625,0.000577625,0.000577625
165,752.128,0.95218,0.69373,1.0805,0.68181,0.65477,0.6744,0.35123,1.6835,1.33137,1.67212,0.0005735,0.0005735,0.0005735
166,756.485,0.98765,0.71177,1.08205,0.71682,0.6334,0.6737,0.35763,1.61254,1.34481,1.59648,0.000569375,0.000569375,0.000569375
167,761.193,0.96584,0.72033,1.09578,0.77161,0.61717,0.68707,0.36214,1.62178,1.36613,1.60023,0.00056525,0.00056525,0.00056525
168,765.681,0.96998,0.68211,1.07654,0.75792,0.58991,0.65011,0.34151,1.58285,1.36304,1.56724,0.000561125,0.000561125,0.000561125
169,770.151,0.96438,0.69422,1.06609,0.6665,0.66366,0.6744,0.33234,1.67998,1.44528,1.64152,0.000557,0.000557,0.000557
170,774.638,0.93345,0.67809,1.07152,0.74905,0.61107,0.6781,0.34904,1.65305,1.43085,1.62806,0.000552875,0.000552875,0.000552875
171,779.163,0.99973,0.69014,1.07927,0.75527,0.5773,0.67422,0.34547,1.63982,1.40236,1.60708,0.00054875,0.00054875,0.00054875
